,id,title,description,director,cast,rating
11983,tt15090702,Nikocado Avocado & Orlin Home - The Movie,"Nick, shirtless, approaches Orlin, eating a heaping amount of McChickens. ""What a hot bod."" ""Eat me like you eat that McChicken""",Nicholas Perry,"Orlin Home, 
Nicholas Perry, 
Danielle Woodman",8.2
11992,tt0063404,Padosan,A simple man from a village falls in love with his new neighbor. He enlists the help of his musical-theater friends to woo the lovely girl-next-door away from her music teacher.,Jyoti Swaroop,"Sunil Dutt, 
Saira Banu, 
Mehmood, 
Kishore Kumar",8.1
11997,tt14773536,Pakistani Chainsaw: A Love Story,"Haunted by the nightmares of abused children, a young American woman, Rony goes to Pakistan to investigate Child Labor. When she is captured by a child slaver in Death Valley, her handsome Pakistani guide, Ben Hur tries to save her.",Hassan Zee,"Meerab Awan, 
Ali Raza, 
Saeed Parwana, 
Ghias Mastana",8.5
12009,tt2634732,The Sound of Violet,"Desperate to find a wife, Shawn meets Violet and thinks she's his perfect soulmate, but his autism keeps him from realizing she's actually a prostitute. Based on the award-winning novel.",Allen Wolf,"Àngels Ratés, 
Jan D'Arcy, 
Robert L. Butler Jr., 
Ivy Bona",8.5
12037,tt0186488,Relasyon,The story follows the trials of a woman as she risks to build a meaningful relationship with a married man despite the different hurdles that abound.,Ishmael Bernal,"Vilma Santos, 
Christopher De Leon, 
Jimi Melendez, 
Ernie Zarate",8.1
12101,tt7737704,The Cloud Messenger,"A contemporary tale of reincarnation about two lovers meeting in the present day after several centuries of longing, yet still trapped in their destiny of a perpetual cycle of love and death.",Rahat Mahajan,"Ritvik Tyagi, 
Ahalya Shetty, 
Raj Zutshi, 
Kapila Venu",8.0
12115,tt14015296,Teenage Girl: Skip Day,"When four girls from different social cliques meet each other during Senior Skip Day, they discover they are more like each other than they thought.",Aaron Lee Lopez,"Sophia Laia, 
Ivanna Danforth, 
Kellyn Tuttle, 
Haven Housh",9.1
12137,tt4320180,Lost in Time,"In 2004, Evan White (Kate Gray) was traveling in southern Thailand when the Tsunami washed out the island of Ko Phi Phi. Now she is caught in a world between life and death and seeks help from a gifted young Psychiatrist (Jill Hennessy).",Katherine Brooks,"Jill Hennessy, 
Griff Furst, 
Han Soto, 
Tiffany Lynn Rowe",8.1
12224,tt0166486,Date Wine,"This film is an exploration of what happens to places in general, and people in particular, once the menfolk abandon an Egyptian village to investigate the greener-grass on the proverbial '...                See full summary »",Radwan El-Kashef,"Seif Abdelrahman, 
Manal Afifi, 
Hamdy Ahmed, 
Fayza Amasaib",8.3
12277,tt3126902,Chasing Yesterday,"A washed up twenty something year old, who was once the hometown hero and track star, is convinced by a local sweetheart to run a marathon and get his life back on track.",Joseph Pernice,"Eric Nelsen, 
Courtney Baxter, 
Josh Flitter, 
David A. Gregory",8.4
12285,tt9163782,Fate's Shadow: The Whole Story,A rich player emotionally abuses his girlfriend until she discovers the bond of multiple past lives that ties them into present day and turns the tables.,Michelle Arthur,"Michelle Arthur, 
Kevin Caliber, 
Patrick Stalinski, 
Kathleen Randazzo",9.1
12311,tt11173106,Sufna,"Jeet is a free-spirited youth in the village, he doesn't care or has not any goal in the life. But his life changes, when he meets Teg, a beautiful young girl from another village.",Jagdeep Sidhu,"Ammy Virk, 
Tania, 
Jagjeet Sandhu, 
Balwinder Bullet",8.0
12395,tt1034053,Mozhi,A musician's love towards a stubborn deaf woman makes her eventually realize that there is more to her life than she previously thought.,Radha Mohan,"Prithviraj Sukumaran, 
Jyotika, 
Prakash Raj, 
Swarnamalya",8.1
12410,tt11235142,Dia,"Dia takes three years to confess her feelings to Rohith but after a terrible accident, she is told he does not survive. Later, when she starts seeing Adi, she finds out that Rohith is still alive.",K.S. Ashoka,"Kushi, 
Kushee Ravi, 
Pruthvee Ambaar, 
Dheekshith",8.0
12443,tt5714092,Inkenti Nuvve Cheppu,"A young man tries a mobile phone-calling system to find his soulmate, but the results are more complex than he expects.",Shiva Sri,"Prash, 
Suman, 
Hema, 
Madhunandan",8.5
12462,tt0399911,Yaara Dildara,A lonely son of a rich industrialist falls in love with a poor girl but life won't be easy for him without his mother's consent. A local goon is also deeply in love with the same girl.,"H.M. Mirza, 
Mahrukh Mirza, 
Shahrukh Mirza","Aashif Sheikh, 
Ruchika Panday, 
Rohini Hattangadi, 
Amjad Khan",8.0
12480,tt8244674,From the End Into the Beginning,"Inspired by true events, a young married couple, Christopher and Paige, go on a romantic weekend getaway. The lovers reminisce about their triumphs and tragedies, reliving the 27 years of ...                See full summary »",Paige Suzanne,"Christopher Bela, 
Ara Germaine, 
Brian Gibson, 
Keegan Moyer",8.8
12551,tt24667868,Je Tere Naal Pyar Na Hunda,"Nek and Roop, an ordinary couple, who have different needs and mindset are leading happy lives. Things change when Roop meets Dilraj, her old college friend. She is attracted to his personality and financial status. What will happen next?",Mani Manjinder Singh,"Navi Bhangu, 
Karanveer Khullar, 
Molina Sodhi, 
Navkiran Bhatthal",8.8
12624,tt0325769,Madurai Veeran,"Veeran loves Bommi, the daughter of a king. But the king decides not to get his daughter married to Veeran. So Veeran fights for his love.",Yoganand,"T.S. Balaiah, 
R. Balasubramanian, 
Saroja E.V., 
N.S. Krishnan",8.0
12633,tt10919132,Love Mocktail,Love Mocktail is a romantic and fun film about the protagonist Aadi's quest for love. Life takes him through a rollercoaster ride and goes through varied experience at several stages ...                See full summary »,Darling Krishna,"Darling Krishna, 
Milana Nagaraj, 
Amrutha Iyengar, 
Abhilaash",8.2
12692,tt0216753,Flames: The Movie,F.L.A.M.E.S. was formerly known as a primetime TV series in the Philippines then made it into a movie in 1997. The movie itself made it look similar to the TV show because the movie was divided into two episodes.,"Khryss Adalia, 
Jerry Lopez Sineneng","Jolina Magdangal, 
Marvin Agustin, 
Bojo Molina, 
J.R. Herrera",8.3
12725,tt0058439,Forest of the Hanged,In 1916 as an officer in the Habsburg Army ethnic Romanian Apostol Bologa is torn between remaining loyal to the Habsburgs or deserting to the Romanian Army across enemy lines.,Liviu Ciulei,"Victor Rebengiuc, 
Liviu Ciulei, 
Stefan Ciubotarasu, 
György Kovács",8.1
12787,tt0366840,Okkadu,A Kabbadi player rescues a young woman from an unwanted marriage and hides her in his home.,Gunasekhar,"Mahesh Babu, 
Bhoomika Chawla, 
Prakash Raj, 
Mukesh Rishi",8.1
12822,tt0274012,Punjabi House,A debt-ridden man tries to commit suicide by drowning in the sea but he is rescued by two fishermen and ultimately he ends up working for a Punjabi household.,"Meccartin, 
Raffi","Dileep, 
Mohini, 
Lal, 
Cochin Hanifa",8.1
12823,tt0255643,Thenmavin Kombath,"Srikrishnan and his best friend, Manickam falls in love with the same girl, a village performer, Srikrishnan turns out more intent on having her for himself.",Priyadarshan,"Mohanlal, 
Nedumudi Venu, 
Sreenivasan, 
Shobana",8.1
12855,tt13409986,Don't Say Sorry,"Rumours at school about Choi Yeo suggest that she is a lesbian. She enjoys how friendly Ha-gyeong is to her, maybe there is truth to the rumours?",Lee Da Yeon,"Kim Da Sol, 
Choi Woo Jung",9.5
12882,tt15513206,Nee Jathaga,"Sahastra ( protagonist) has everything in her life like good parents, education and job except excitement . So that she is curious to explore new things . In order she went to three days trekking.",Bamidipati Veera,"Bharath Bandaru, 
Mehbaoob Basha, 
Shourya Chandra, 
Raghuveera Chary",9.8
13038,tt2400377,Kaksparsh,Uma loses her husband at a very young age and faces many hardships. The only support she gets is from her brother-in-law.,Mahesh Manjrekar,"Sachin Khedekar, 
Priya Bapat, 
Gauri Ingavale, 
Abhijit Kelkar",8.0
13115,tt19366946,Cinta Subuh,"Angga, a student who rarely prays on time, falls in love with the intelligent and religious Ratih. Angga's uniqueness, sincerity, cheerfulness, and demeanor made Ratih want to open her heart.",Indra Gunawan,"Dinda Hauw, 
Roger Danuarta, 
Rey Mbayang, 
Dimas Seto",8.2
13127,tt0078299,Desiderium,"Desiderium lyrically charts the hapless loves of three brothers: Majid, the young handicapped brother with a deformed head who falls in love with Aghdas, a prostitute hired by his eldest ...                See full summary »",Ali Hatami,"Behrouz Vossoughi, 
Jamshid Mashayekhi, 
Fakhri Khorvash, 
Shohreh Aghdashloo",8.3
13161,tt0042888,The King of the Neighborhood,A small-time con artist gets more for what he bargained for when one of his would-be victims falls in love with him.,Gilberto Martínez Solares,"Germán Valdés, 
Silvia Pinal, 
Marcelo Chávez, 
Famie Kaufman",8.0
13170,tt0308513,Long Da Lishkara,A man (Raj Babbar) must decide between true love or his family's reputation when he falls in love with a servant.,Harpal Tiwana,"Raj Babbar, 
Om Puri, 
Gurdas Maan, 
Nina Tiwana",8.7
13188,tt2078763,Vaagai Sooda Vaa,"Vimal was sent by his father to do social service in a village. But later, he gets a good job.",A. Sarkunam,"Vimal, 
Iniya, 
Bhagyaraj, 
Ponvannan",8.1
13198,tt7230298,Meiji Tokyo Renka Movie: Yumihari no Serenade,One evening lit by a crimson moon during a summer festival's magic show a mage named Charlie yanks schoolgirl Mei back to the Meiji period and Japan of nineteenth century. She meets famous ...                See full summary »,Hiroshi Watanabe,"Jun Fukuyama, 
Yoshimasa Hosoya, 
Toshiyuki Morikawa, 
Sumire Morohoshi",8.4
13227,tt0375880,Kaadhal Konden,"Exploring into the mind of a youth who is mentally and physically abused in his childhood, the film shows how he slowly turns into a psychopath who kills anyone who comes in the way of the girl for whom he has an obsessive love!",K. Selvaraghavan,"Dhanush, 
Sonia Agarwal, 
Sudip, 
Daniel Balaji",8.0
13247,tt8192212,Three Corners of Deception,"""Three Corners of Deception"" is a story about how a college law professor and an attorney fell in love over a Las Vegas Memorial Day weekend. They got married shortly thereafter, then ...                See full summary »",Meleeka Clary,"Meleeka Clary, 
Debra Danielsen, 
Randy Bruce, 
Kristin Szczerbik",8.4
13264,tt15035104,"Apples, Oranges, Lemons & Limes","A timid young man chronically suffers from social anxiety. At a party, an unlikely encounter inspires a night of drinking, joy and romance.",Pat Mitchell,"Calvin Waldau, 
Skye Marie Sena, 
Juan Rodriguez Leon, 
Valeria Di Babbo",8.6
13338,tt20722344,Memories of Another,"Zach gets accused for the murder of his girlfriend Mia and decides to relive his memories through a simulation in order to prove his innocence. Soon enough, he obsesses over staying in his ...                See full summary »",Victor Blaho,"Elle O'Hara, 
Esteban Gonzalez Baez, 
Sarah Ward, 
Ludovico Avogadro",8.3
13365,tt6823268,Vasantha Vaasal,"Vijay and Divya have different ambitions in life. While he aspires to become an actor, she hates acting career and wants to excel in academics. He also discovers that her uncle is forcing her to act.",M.R.,"Chaplin Balu, 
Mansoor Ali Khan, 
Kovai Sarala, 
Swathi",8.5
13377,tt12651550,Tu Mo Love Story 2,A lovestory between Raj and bhoomi in an unknown island after missing from a cruise journey.,Tapas Sargharia,"Bhoomika Dash, 
Swaraj Dash",8.3
13414,tt15692286,"Max, Min and Meowzaki","Max and Min are about to break up. They argue endlessly about dividing their possessions, including their cat, Meowzaki, whom they have named after their favourite filmmaker Hayao Miyazaki.",Padmakumar Narasimhamurthy,"Nafisa Ali, 
Vidhatri Bandi, 
Mandira Bedi, 
Adil Hussain",8.7
13420,tt7526164,Meet Me After Sunset,"A bizarre love triangle between the Sun, the Moon, and the Star.",Danial Rifki,"Maxime Bouttier, 
Agatha Chelsea, 
Billy Davidson, 
Yudha Keling",8.1
13447,tt8835626,Teenage Girl: Valerie's Holiday,"A nerdy teenage girl pretends to be her beautiful, fake twin sister from California in order to become the most popular girl in high school, but when things don't go exactly as planned she learns that being yourself is more important.",Aaron Lee Lopez,"Valeria Jauregui, 
Paulina Chávez, 
Jesse Borrego, 
Dallin McKay",8.7
13491,tt1264889,An Early Frost,"A lovely summer by the river is broken by the Great War. After it, nothing is the same. Everybody lives, but not everybody loves. The story of a man who didn't have the courage to stand for the one he loved.",Djordje Balasevic,"Marko Makivic, 
Predrag Bjelac, 
Aleksa Balasevic, 
Daniel Kovacevic",8.1
13506,tt13613252,Namma Basava,"Basava, a generous and helpful boy next door, falls in love with a musician Gowri unbeknownst to the fact that Pampathy, a rich spoil brat, also plans to woo her.",Veera Shankar,"Puneeth Rajkumar, 
Gowri Munjal, 
Avinash, 
Sudharani",8.6
13537,tt20454864,Atas Nama Surga,"Naya and Attar meet when they both lose their loved ones. The return of Salwa, Attar's old love, comes between them.",Adis Kayl Yurahmah,"Della Dartyan, 
Amanda Rigby, 
Miqdad Addausy, 
Ayu Dyah Pasha",8.6
13562,tt15979440,Umran Ch Ki Rakheya,"Love springs between two senior citizens, Pyare Lal and Kelly. The story showcases them fighting against the orthodox norms of society to live together.",Simerjit Singh,"Poonam Dhillon, 
Raj Babbar, 
Raj Singh Jhinjar, 
Gurjazz",9.3
13571,tt2933002,Madhuram,A coffee cup takes us through a journey exploring the seven stages of love.,Phanindra Narsetti,"Dharani Addandi, 
Vinay Addandi, 
Chandini Chowdary, 
Sainath Reddy Kasha",8.1
13580,tt0057695,"Me, Grandma, Iliko and Ilarion","Grandma Olgha up-brings orphan Zurikela in poverty. Their struggle for life is being relieved by support of their kind neighbors, Iliko and Ilarion, whose merit is the exceptional sense of humor.",Tengiz Abuladze,"Sergo Orjonikidze, 
Sesilia Takaishvili, 
Aleksandre Jorjoliani, 
Grigol Tkabladze",8.5
13622,tt6827298,Love Today,"Ganesh is obsessively in love with Sandhya, but she is not interested in him. His relentless pursuit leads to a lot of problems. However, everything changes the day he loses his father in an accident.",Balasekaran,"Joseph Vijay, 
Suvalakshmi, 
Raasi, 
Raghuvaran",8.7
13659,tt1881010,Milana,"Hero is in love with a girl who is forced to marry a police officer. Hero is later forced by his parents to marry a girl of their choice, and she ends up wanting a divorce from him. Will he...                See full summary »",Prakash,"Puneeth Rajkumar, 
Parvathy Thiruvothu, 
Pooja Gandhi, 
Apoorvashree",8.3
13685,tt3169652,Aa Dinagalu,"Based on the non-fictional novel ""Dadagiri Dinagalu"", an affluent youth is dragged into the 1980s Bangalore underworld to save his love from his conspiring father.",K.M. Chaitanya,"Chethan Kumar, 
Archana Shastry, 
Sharath Lohitashwa, 
Ashish Vidyarthi",8.4
13712,tt11042658,Gantumoote,"A 16-year-old girl embarks on a journey of life where she deals with understanding herself, the changing world, bullying, academic pressure and her transcending journey of first love.",Roopa Rao,"Karthik Achari, 
Aryan, 
Pruthvi Banwasi, 
Teju Belawadi",8.1
13714,tt1773441,Gaalipata,Three best friends goes to Thirthahalli for their vacation but there of then falls in love with three girls.,Yograj Bhat,"Ganesh, 
Diganth, 
Rajesh Krishnan, 
Anant Nag",8.2
13726,tt0311594,Nuvvu Naaku Nachchav,"Venkateswarlu, aka Venky, comes Hyderabad to his father's friend's house where he meets an engaged girl . Things turn upside down when she expresses her love for him .",Vijay K. Bhaskar,"Venkatesh Daggubati, 
Aarthi Agarwal, 
Suhasini, 
Ananth",8.8
13732,tt22098270,Ishq Pashmina,"Forced by their own condition amidst the beauty and silence of Mashowra, Karan and Omisha come closer to each other. One has never seen the other, only felt it. Soon the two complement each...                See full summary »",Arvind Pandey,"Kainaat Arora, 
Bhavin Bhanushali, 
Malti Chahar, 
Yashraaj Chaurasia",8.1
13869,tt11470456,Love: Dashuri,"""Love"" portraits a mid life crisis of a 40 year old man recently separated from his wife who goes back to his country in search of a change and in search of himself",Dionis Papadhimitri,"Genti Kame, 
Luli Bitri, 
Rozina Kostani, 
Olta Gixhari",8.7
13876,tt4874006,Carry on Maratha,"Kolhapur's young Maratha, Martand comes across Kusum, a South Indian girl looking for a lift in the middle of the road. A chance encounter turns into a love story that brings both families ...                See full summary »",Sanjay Londhe,"Kishori Ballal, 
Devika Daftardar, 
Sachin Deshpande, 
Amin Hajee",8.6
13885,tt0420974,True Love,"Three LA couples--one at the beginning of their relationship, one on the outs, and one in the middle--must deal with the harsh realities of modern companionship.",Henry Barrial,"Val Lauren, 
Julian Acosta, 
Randall Batinkoff, 
Mercedez Carolina Brito",8.4
13892,tt0068982,Tghamardik,"Vazgen, Sako, Suren and Aram are taxi drivers and close friends. When Aram fell in hopeless love with Karine, other three decide to help their friend.",Edmond Keosayan,"Armen Dzhigarkhanyan, 
Frunzik Mkrtchyan, 
Azat Sherents, 
Avetik Gevorkyan",8.0
13948,tt8866064,10 Days Before the Wedding,"A number of obstacles stands in the way of a young couple as only 10 days are left for their wedding, each obstacle is in one way or another caused by the aftermath of the 2015 war in Yemen.",Amr Gamal,"Sali Hamada, 
Khaled Hamdan, 
Moh'd Nagi, 
Qassem Rashad",8.0
13954,tt14742596,Love Sorries,The movie is an anthology film consisting of 4 love stories featuring overrated love.Exposing the magical love projected to us for years.,Gautam Joshi,"Kashaf Khan, 
Prashant Chaubey, 
Puneett Chouksey, 
Amitabh Gupta",8.9
13963,tt0399394,Nakli Nawab,"A nawab's sister falls in love with a pickpocket who is also a poet. However, due to their social status, they cannot be together, which makes the woman give up hope.",Tara Harish,"Ashok Kumar, 
Manoj Kumar, 
Shakila, 
K.N. Singh",8.8
14054,tt12685376,Giovanni's,"In the 1950s, Giovanni, a black and gay American, left his native country to go to Paris where he thought he would find more tolerance.",Amy Wright,"Cassey Cox, 
Gabriel Dostes, 
Heidi Gardner, 
Joshua Jackson",8.1
14059,tt0231477,Doa al karawan,"This compelling tale of love and betrayal, set in the upper Egyptian countryside, follows the story of Amna as she plots her revenge on the engineer who destroyed her family's honor.",Henry Barakat,"Faten Hamamah, 
Ahmad Mazhar, 
Aminah Rizq, 
Zahrat El-Ula",8.1
14080,tt12804904,Self Isolated,"After awakening from a coma, a woman searches for clues into her missing husband's disappearance.",Chad Ridgely,"Chad Ridgely, 
Maggi Mayfield, 
Doug Burch, 
Rachel Alig",8.8
14106,tt1440195,I Love You,Indian Oriya film directed by Hara Patnaik.,Hara Patnaik,"Anita Das, 
Anubhav Mohanty, 
Bijay Mohanty, 
Pintu Nanda",8.8
14119,tt2423162,Geek USA,"""Geek USA"" is a quirky romantic comedy filled with 90s nostalgia about a high school senior in a rock band who suddenly goes from zero social life to having three very competitive dates for prom.",Brandon Walz,"C.B. Mullen, 
Greg Berney, 
Taylor Calmus, 
Mollie Pratt",8.3
14130,tt5598084,Adaption,"A shy aspiring writer must face her critical inner voice and adapt her short story for the stage, when a struggling actor and his uncle, a played out director, put on the play with their own motives in mind.",Shane Hues,"Chloe Sue Jansen, 
Michael-John Phillip, 
Albert Maritz, 
Matthew Dylan Roberts",8.2
14157,tt9094846,Dancing in the Rain,"An autism spectrum boy starts a beautiful friendship with each other. When they all grew up, a tragic event occurs, putting their friendship on the edge of destruction.",Rudi Aryanto,"Dimas Anggara, 
Bunga Zainal, 
Deva Mahenra, 
Christine Hakim",8.2
14242,tt12282108,Appu,"Appu hails from a lower middle class family. After picking up a fight in college, he injures himself and is saved by Suchitra, who donates blood to save him and they both fall in love.",Puri Jagannadh,"Puneeth Rajkumar, 
Rakshitha, 
Srinivasa Murthy, 
Avinash",8.0
14297,tt5536316,National Theatre Live: Les Liaisons Dangereuses,"Marquise de Merteuil, former lover of Vicomte de Valmont, incites him to corrupt the innocent Cecile de Volanges before her wedding night, but Valmont has targeted the peerlessly virtuous and beautiful Madame de Tourvel.","Josie Rourke, 
Tony Grech-Smith","Janet McTeer, 
Morfydd Clark, 
Adjoa Andoh, 
Dominic West",8.2
14309,tt3517892,Cortez,"After a canceled tour, flailing musician Jesse Lirette seeks out an old flame in a small town in New Mexico. When an arrogant attempt at inserting himself into her family fails, he must confront the mistakes of his past on his own.",Cheryl Nichols,"Arron Shiver, 
Cheryl Nichols, 
Drago Sumonja, 
Judith Ivey",8.1
14375,tt22170788,Aikamies,The world of a lonely bouncer comes to a halt when he runs into a familiar woman - with whom he hasn't met before. The encounter sets both at stake - the hopes for true love and his sense of reality.,Samppa Batal,"Matti Pajulahti, 
Annika Hartikka, 
Jaana Saarinen, 
Joel Hirvonen",8.0
14381,tt5123386,Bhala Pae Tate 100 Ru 100,A TV anchor rejects the advances of his landlord's daughter; the reasons for his actions become clear as this story unfolds.,Sudhanshu Sahu,"Pupul Bhuyan, 
Harihara Mahapatra, 
Suryamayee Mahapatra, 
Babushan Mohanty",8.2
14533,tt2475886,Twice,"A mystery girl arrives in a small town in Brattleboro Vermont and creates a new life for herself while her past remains unknown. She gets a job at Twice Upon a Time, a used merchandise ...                See full summary »",Robert Fritz,"Indra Tracy, 
James Argiro, 
Paul Beebe, 
Chris Cotton",8.2
14559,tt15727388,Bengali Variation,"Sohini, a poet and young journalist, goes in search of her childhood love. Sagnik, an eternal student, is involved in gambling debts. About a game of hide and seek between two lovers in the crowded and labyrinthine streets of Calcutta.",Siegfried,"Sohini Sarkar, 
Sagnik Mukherjee, 
Jayant Kripalani, 
Rituparna Sen",8.2
14568,tt15459190,Golden Lotus,"An epic tale about the forsaken beauty, Golden Lotus, who undergoes a spellbinding journey amidst the dying war-torn years of Song Dynasty China. Captured live during its world premiere stage production in Hong Kong.",Emily Chan,"Harriet Chung, 
Sung Boon Ho, 
Ronan Pak, 
Billy Sy",9.1
14609,tt15137580,Wheel Chair Romeo,"Tetraplegic Ullas leads life to its fullest potential, by owning his film and helping others. When he realises that he wants to fulfill his sexual needs, he encounters Dimple, a ...                See full summary »",Nataraj .G.,"Ram Chetan, 
Suchendra Prasad, 
Rangayana Raghu",8.2
14636,tt6943138,Sarogeto,"While living an idyllic life she never felt entitled to, Grace /Minami Stanton is dealt a life or death decision that changes her destiny as well as her summoned young protege Miki Endo (...                See full summary »",Nico Santucci,"Eric Roberts, 
Winsor Harmon, 
Ikumi Yoshimatsu, 
Ruby Park",8.6
14707,tt0155408,Zara Si Zindagi,"Remake of Balachander's Tamil hit Varumayin Niram Sivappu, Kamal Haasan reprises his role as Raja, a graduate looking for work in capital, sharing a small home with two other unemployed ...                See full summary »",K. Balachander,"Kamal Haasan, 
Anita Raj, 
Arjun Chakraborty, 
Nilu Phule",8.2
14746,tt5468386,After Love,"Kim Sung-Joon (Park Si-Hoo) worked as a pilot, but after becoming in deaf in his right ear he has worked on the ground. He becomes desperate. Kim Sung-Joon then meets Eun-Hong (Yoon Eun-Hye...                See full summary »",Il-seon Eo,"Shi-hoo Park, 
Yun Eun-hye, 
Joo-wan Han, 
Tae-ui Hong",8.2
14786,tt0105602,Tito and Me,A 10-year-old boy goes through variety of silly situations and confusions during the peak of Marshal Tito's cult of personality in 1950's Yugoslavia.,Goran Markovic,"Dimitrije Vojnov, 
Lazar Ristovski, 
Predrag 'Miki' Manojlovic, 
Anica Dobra",8.0
14788,tt0256951,Nadiya Ke Paar,"Chandan and Gunja, who hails from a village across the river, fall in love with each other. After her sister dies, Gunja is compelled to marry her brother-in-law who is Chandan's brother.",Govind Moonis,"Sachin Pilgaonkar, 
Sadhana Singh, 
Inder Thakur, 
Mitali",8.1
14882,tt0122988,Banaue: Stairway to the Sky,The Ifugao tribe's quest for the promised land is paved with good intentions.,Gerardo de Leon,"Nora Aunor, 
Christopher De Leon, 
Gloria Sevilla, 
Johnny Delgado",8.1
14918,tt0196643,One Night... Three Women!,HOW BOLD IS BOLD--The night holds a thousand secrets for these three women.,Elwood Perez,"Amalia Fuentes, 
Boots Anson-Roa, 
Pilar Pilapil, 
Luis Gonzalez",9.4
14924,tt1517561,Thulladha Manamum Thullum,"Kutty is a good-hearted soul, but unfortunate incidents tend to portray his ruffian side whenever he encounters the girl he loves. A bizarre incident brings them closer and yet keeps them apart.",Ezhil,"Joseph Vijay, 
Simran, 
Dhamu, 
Vaiyapuri",8.3
15002,tt0055411,Saptapadi,"Set in World War II, the reverend Krishnendu runs a military hospital in Bankura. A drunken Anglo-Indian woman soldier is brought to him for treatment and he recognized her as his former love Rina Brown.",Ajoy Kar,"Suchitra Sen, 
Uttam Kumar, 
Khitish Acharya, 
Panchanan Bhattacharya",8.3
15025,tt5219102,Sleeping Beauty: A Gothic Romance,The story of Sleeping Beauty where upon Aurora sleeps for 100 years and awakens in the modern world.,"Ross MacGibbon, 
Matthew Bourne","Hannah Vassallo, 
Dominic North, 
Christopher Marney, 
Adam Maskell",8.1
15045,tt11804030,Sweety Satarkar,A loud and daring woman falls in love with a bold man and attempts to win his heart by trying everything in the book to attract him.,Shabbir Naik,"Sangram Samel, 
Vinamra Babhal, 
Amruta Deshmukh, 
Gauri Jadhav",8.2
15095,tt0363980,Saved by the Rules,"It's hard finding love in a town where everyone's looking for the next B. B. D. (Bigger Better Deal). Especially for Terry, who with her Southern beliefs is having an extrememly hard time finding love and honesty in Los Angeles.",René Besson,"Teresa DePriest, 
Tracy Reiner, 
Jay Huguley, 
Nancy La Scala",8.0
15106,tt0108256,The Seventh Horse of the Sun,"On a lazy afternoon, a man shares his memories of a storyteller friend who once narrated a convoluted love story with intertwined plots. As these plots unravel, reality mixes with fiction.",Shyam Benegal,"Rajit Kapoor, 
Raghuvir Yadav, 
Siraj Ahmed, 
Rakesh Dhar",8.0
15157,tt0251919,Padamati Sandhya Ragam,The story of an Indian girl falling in love with an American in 80s USA.,Jandhyala,"Vijayshanti, 
Thomas Jane, 
Gummaluri Sastri, 
Sivamani",8.1
15168,tt5472714,Teri Meri Love Story,"Sonia falls in love with Zaid and wants a typical, dramatic love marriage. However when that doesn't happen, she takes matters in her own hands and ends up creating more problems than she wished for.",Furqan Khan,"Ayeza Khan, 
Danish Taimoor, 
Manzoor Qureshi, 
Seemi Pasha",8.1
15195,tt15669564,Jal Wayu Enclave,"The rom-com flavored cute love story of Jalwayu Enclave revolves around a village-based guy Gurjazz and Delhite Air Hostess Monica, who unfortunately gets locked up in the same building during the covid-19 lockdown.",Deepak Thaper,"Gurjazz, 
Monica Sharma, 
Mintu Kapa, 
Aman Sutdhar",8.2
15203,tt2886714,Maybe Someday,"Hal Donnelly, a hopeless 20-something slacker, gets his life back on track with the help of a teenage girl claiming to be his daughter from the future",Ryan Moulton,"Michael McKiddy, 
Kim Matula, 
Saige Ryan, 
Eden Malyn",8.1
15226,tt0062060,"Oh, Beautiful Istanbul",Black comedy about a girl who runs away from her rural village to Istanbul to become and actress and an old drunkard street photographer.,Atif Yilmaz,"Sadri Alisik, 
Ayla Algan, 
Ahmet Danyal Topatan, 
Feridun Çölgeçen",8.0
15280,tt0843326,Bommarillu,A young man realizes that he has to push back against his domineering father if he wants to find true happiness and love.,Bommarillu Baskar,"Siddharth, 
Genelia D'Souza, 
Prakash Raj, 
Kota Srinivasa Rao",8.2
15341,tt11024142,Ennaval,"When obsession and betrayal reach a whole new level in a complicated love triangle, things begin to take an eerie twist in Barathi's life.",Saran Z.,"C. Kumaresan, 
Sangeeta Krishnasamy, 
Vasanth Sarna, 
Suresh",8.5
15347,tt0303719,Basanti,"Basanti is a historical love story based on the novel by Diamond Shamsher.It depicts the story of a girl along with the accounts of the historical events during the time of Junga Bahadur Rana, the first Rana Prime Minister of Nepal.",Neer Bikram Shah,"Karishma Manandhar, 
Rajesh Hamal, 
Gauri Malla, 
Neeraj Thapa",8.2
15367,tt6336084,Jimami Tofu,"A Chinese Singaporean chef, formerly working in Tokyo, finds himself in Okinawa begging a disgruntled old chef to teach him traditional Okinawan food. A top Japanese food critic finds ...                See full summary »","Jason Chan, 
Christian Lee","Mari Yamamoto, 
Jason Chan, 
Rino Nakasone, 
Masane Tsukayama",8.3
15393,tt3271078,Gala & Godfrey,"Once upon a time, a bad British boy met a lost American girl and they lived happily ever after - Or not. Within the framework of a record album, Gala and Godfrey tracks the classic moments ...                See full summary »",Kristin Ellingson,"Adam Green, 
Molly Pepper, 
Sarah Glendening, 
Leonidas Gulaptis",9.1
15468,tt11360670,Alajh Palajh,The families of two lovers were confused in selecting the best bride and groom for their one.,Uttar Kumar,"Vikas Balian, 
Usha Devi, 
Monu Dhankad, 
Kavita Joshi",8.7
