,id,title,description,director,cast,rating
10046,tt4941338,Der lichte Grund,"In The Light Ground we experience moments in five different times beginning in the late 19th century and ending in the early 22th century. The protagonist however stays the same in each of the scenes, he always has the same age.",Lukas Väth,"Angelika Bender, 
Zbigniew Cieslar, 
Ecaterina Dimitriu, 
Lucas Englander",8.5
10074,tt2339956,Twin Reflex,"Battling insomnia, Roy Cawl spends his sleepless nights watching the comings and goings of his reclusive neighbor, Mr. Robb. Convinced that he's hiding something, Roy breaks into Mr. Robb's...                See full summary »",David Altrogge,"Jack Culbertson, 
Emily Brooks, 
Hank Fodor, 
Justine Patrick",8.1
10515,tt2049502,Memoriam,"A young officer, saddened by the recent murder of his wife, agrees to test a revolutionary machine. But when a plethora of hidden motives and corporate lies begins to unfold, all hell breaks loose.",Michael Flint,"Gary Boue, 
Kayla Eck, 
Daniel Flint, 
James Flint",8.3
10816,tt5282572,The Reflection of Kripto,Kripto wakes up 200 million years into the future on the continent Pangea II. It's a world were all his friends no longer exist. Together with a new ally he must find a way back and confront an enemy who lures in the dark.,Pauli Janhunen Calderón,"Emilio Janhunen Calderón, 
Pauli Janhunen Calderón, 
David Anghel, 
Alvaro Calderón",8.5
10997,tt4172568,Building No. 13,"Sci-fi comedy with minor horror elements, about an electrical engineer's bizarre audiovisual experiments.",Saheb Haddad,"Mahmoud Abu Abbas, 
Suad Abdallah, 
Talib Al-Furati, 
Qasim Al-Malakh",8.3
11003,tt1773607,Operation: Get Rid of Pinky,"When soldier Dave Carew (Darnell Coney) gets discharged from the army, he comes home to a place much different than when he left it. A new drug called Pink Powder has taken over the ...                See full summary »",Matthew Merz,"Darnell Coney, 
J.M. Smith, 
Kenya Banks, 
Terron Jones",8.0
11100,tt5926548,Zoe's Security Service,"Zoe MacGraw must help a former lover and his wife escape a contaminated City by guiding them through a vicious underground Basement, which leads to greener pastures.",László Mohácsi,"Emma Bellamy, 
Nikki Waterhouse, 
Tristan McKinnon, 
Robert Babaji",8.5
11229,tt0990422,2 Epic,"A man answers the door and is confronted with someone that looks just like him, the stranger tells Peter that he has to follow him on a journey, an Epic journey. Peter doesn't want to but ...                See full summary »",Ian Paterson,"Peter Ward, 
Ian Paterson, 
Christian Viel, 
Lee Burt",8.0
11360,tt10114190,LICK,"Scott ""Lick"" Dallas, a thief with enhanced abilities, puts together a team to hunt down the creator of a dangerous serum that his abilities came from.",Will Evans,"Brady Hendricks, 
Alexander Hanly, 
Paige Martin, 
Ronald Melton Braxton",8.1
11374,tt6523734,My Heart Is an Octopus or My Father on the Shore of the Black Sea,"As a story structure, it reminds a postmodern novel: fragmented, plot-less and on first view: chaotic. Individual pieces can be rearranged and each one has its own life. In terms of genre, ...                See full summary »",Neno Belchev,"Petar Atanasov, 
Ivan Barakov, 
Belcho Belchev, 
Neno Belchev",8.0
11788,tt2461504,The Problem with Honor,A Galactic War has just ended atrocities were committed and some one needs to be held accountable. Both sides are prepared to present their cases do cultural consideration outweigh justice or is our understanding of Justice an absolute.,William Craft,"Greg Sutton, 
Rick Ford, 
Lenore Sagaskie, 
Frank B Stevens",8.3
11813,tt14589202,Forestland,Three friends go into a mysterious forest to investigate the unexplained deaths of countless people.,Kashyapeya Aich,"Kashyapeya Aich, 
Srijit Chatterjee, 
Archismita Das, 
Ratul Das",8.0
11870,tt3478226,The Paths of Kripto,A new enemy that belongs to the same breed as Kripto emerges. Kripto must find a way to travel to a desolated world in order to stop his enemy. On his travel he reunites with a friend who carries valuable information.,Pauli Janhunen Calderón,"Emilio Janhunen Calderón, 
Pauli Janhunen Calderón, 
David Anghel, 
Alvaro Calderón",8.0
11991,tt2556756,"Beam Me Up, Sasha!",An Israeli-Lithuanian scientist is asked by a Russian oligarch to develop software that will match people around the world.,Ganit Orian,"Alina Alekseev, 
Amiram Eini, 
Roman Gershkovich, 
Polina Haritonski",8.2
12164,tt3373586,A City to Make Me,"The City is the world, a world filled with NOISE--a virtual ocean, a digital jungle, and war has been declared against North America's business elite by a group of former political ...                See full summary »",Ryan Miller,"Jason Chapman, 
Lance Lee Davis, 
Alex Kazhinsky, 
Kevin Lucero Less",8.6
12223,tt8617064,Melody on Earth,"Upon returning to earth, a withdrawn woman named Melody hires an oddball private eye to track down the man who helped her escape from an alien zoo on Neptune. Or maybe it was Pluto.",Joshua Courtade,"Kristin Mellian, 
Robert William Ford, 
Beverly Courtade, 
Kara Joy Reed",8.0
12428,tt3981396,The Forsaken Pages,"Brothers Kassem and Sohail Baker deal with vampires, werewolves and other supernatural forces, while trying to cope with the past.",Kamran Ismail,"Jabraan Ismail, 
Kamran Ismail, 
Lyon Beckwith, 
Kevin Hunt",8.3
12831,tt2210198,Railroader,"The Railroader travels through decades of time to deliver cash, gold, and bonds to an anxious banker. Meanwhile, in Mountain View California, the Senate Budget Appropriations Committee ...                See full summary »",Alexander Kanellakos,"Jerry Brown, 
Lou Correa, 
Mark DeSaulnier, 
Sandra Garrett",8.3
12922,tt6088364,Amare,"At the end of the world, a songwriter decides to fulfil the promise of showing the sea for the love of his life. On their way there, they relive their whole relationship and how they ended up where they are now.",M.M. Izidoro,"Tassia Cabanas, 
Vinicius Calderoni, 
Jéferson de Souza, 
Lucas Silveira",8.6
13025,tt2371325,Fields Afire,"A team of misfit kids playing at a baseball park are caught in a meteorite strike that burns the fields, leaving them unharmed but believing they are endowed with special powers.",Will Underwood,"Kyle Cody, 
Britton Stoeckel, 
Madeleine Ausburn, 
Philip Clement",8.0
13071,tt17219312,Clan de Amigos,"Aldo and Beny are agents of possibilities, who travel through dimensions with lighters, one day they will find a white lighter, a device that has no limits. The ""Clan of Wolves"" led by The Comodín, will try to find his precious artifact.",Miguel Angel Pérez,"Noé Ruiz, 
Daniel Ortega, 
Emmanuel Pérez, 
Jacob Pérez",8.4
13227,tt0460481,Karim Patwa's Spaceship,"Karim is absolutely convinced he's an extraterrestrial. To find out more, he visits his Swiss mother. Here a mysterious soft drink bottle appears which turns into a spaceship. Karim hopes to find an answer in space ...",Karim Patwa,Matthias Fankhauser,8.3
13297,tt1319553,1 and 0 nly,"1 dying planet. 1 species too many. 1 man's solution. To restore balance, all humans must die. An operatic avant-garde journey into non-existence; madness. The film is as much a transcendental experience as it is a cinematic one.",Martyn Park,"Christopher James Baker, 
William Wallace",8.0
13383,tt3060772,Dragonfly,"After the loss of his family to horrors that he cannot explain, Alex Tombo finds out that he is a descendant of an ancient line of genetically engineered warriors called Guardians.",Sam Campos,"Mitchell Campos, 
Victoria Holt, 
Cole Horibe, 
Alison Kam",8.0
13641,tt3478204,Rinoplasticos: A Warrior's Journey,An army lead by a powerful Rinoplastico is threatening to destroy all the remaining villages. Mimbra must find and gather all the surviving warriors in order to come up with a way to defeat the menacing empire.,Pauli Janhunen Calderón,"Emilio Janhunen Calderón, 
Pauli Janhunen Calderón, 
Andrés Calderón, 
Alvaro Calderón",8.4
13661,tt10274124,Mutiny of the Red Water,"As the Earth nears its final days, a few brave survivors seek a way to survive. The answer: Red Earth, a new world that could save what's left of humanity.",Liam Gartland Emond,"Michelle March, 
Liam Gartland Emond, 
Emanuelle Esther Aubin Desousa, 
Claudio Marchetti",8.0
13672,tt3919444,Edgar Allan Poe's Plan 13: The House of Elvis,"President Ronald Reagan, seeking to find a new spokesperson for the 1988 Presidential campaign, frees Regis Stanely from prison to resurrect Elvis Presley from the dead. With the help of ...                See full summary »","Scott Allen Nollen, 
Bart Aikens","Bart Aikens, 
Ron Fisher, 
Steve Noe, 
Scott Allen Nollen",8.5
13703,tt1597103,Programmable Dreams,The developers of the Cerebral Download System insisted their new technology was flawless. They were wrong.,Brad Schinkel,"Dan Fotopoulos, 
Lisa Ram, 
Mike Delisle, 
Brian Reilly",8.1
13914,tt2455108,Blood Ink: The Tavalou Tales,"In the City of Phoenix, a heist gone bad leads to a tattoo artist being brutally murdered. He must take revenge in the after life. A depressed radio promoter seeks redemption after a car ...                See full summary »",Irin Daniels,"Greg Tap, 
Jenelle Lee Vela, 
Rudy Torres, 
Izzy Escobedo",8.4
14068,tt2150476,Margraue,"Privileged with knowledge, Margraue assumes the role of school teacher in a post-apocalyptic world deprived of digital information...or so his story goes.",Matthieu Hallé,"David Christopher, 
Mikel Wall, 
Jess McLeod, 
Ryan Levis",8.3
14073,tt1828965,Dimensions of Failure,"Harvey and his roommate, Dosher, enjoy the consistency of their routine suburban existence. When Harvey's girlfriend leaves for a business trip, they expect nothing more than a little extra...                See full summary »",Henry Moulder,"Josh Dosher, 
Nic Everett, 
Dan Fowler, 
Cory Granner",8.2
14424,tt3919130,Plan 17: The Purple King,"Regis Stanely travels back in time to 1976, in an attempt to prevent the death of his hero, The King. He is supported in his quest by the ghost of Bela Lugosi.",Scott Allen Nollen,"Bart Aikens, 
Linda Jacobsen, 
Todd Jacobsen, 
Janeen Jensen",8.2
14754,tt4085392,Vrem,"A journalist, in a case of mistaken identity, joins a powerful and secretive council headed by a mysterious leader named Vrem.",James Noel,"Paul Amoreno, 
Cheyenne Berry, 
Paul Berry, 
Edward Parker Bolman",8.1
14803,tt3710822,Juego de niños,"Sara is an orphan child in a world destroyed by an alien invasion. Leaving behind her innocence, Sara unleashes the power of her psychokinetic abilities to survive the attacks of the invaders and free the human survivors.",Pablo Llorens,"Marina Vinyals, 
Berna Llobell, 
Pablo Llorens, 
Francesc Anyó",8.3
15037,tt1068941,The Ache,"A young Chinese-Canadian woman, Sheri, has been told by her mother that for the past ten years, their family has been cursed by an evil spirit. One day, Sheri discovers what she understood ...                See full summary »",Keith Lock,"Gerry Mendicino, 
Jane Luk, 
Lorry Ayers, 
Simon Sinn",8.1
15056,tt4448504,Levon,A series of past bad decisions has left Ben trapped in his own life. Until one night he comes face to fingers with a mysterious creature that is also chained to his unfortunate past.,Joey Martin,"Stephen Howard, 
Michael Burke, 
Taylor Parrish, 
Stephanie Nusbaum",8.2
15920,tt0311596,Oigye uloiyong,Aliens attack in order to prevent a scientist from completing his work on the Thunder Dragon. Earth is defended by Princess Alang and the aliens of Castle Elma,Sun-deok Bang,"Hyeon-gon Kim, 
Won-seob Seo, 
Chang-seon Park, 
Kyeong-hie Jeong",8.0
16522,tt5554126,Emocean,"On their way to a concert, an ordinary band gets transported to an alternate dimension.","Jonathan Jarzyna, 
Lucas Ufo, 
Jj Weihl","Natalia Bombala, 
Ralf Hentschel",8.3
16547,tt26690739,The Guardian - O Fylakas,"A woman called Lea, goes to sleep and wakes up the next morning, or, at least, she thinks she has. In the end, though, she will realizes she might be dead.",Yiannis Stravolaimos,"Dionisis Grammatikos, 
Gina Makrygiorgou, 
Makarios Marmatakis, 
Nikos Mourelatos",8.2
