,id,title,description,director,cast,rating
5864,tt0312859,Kannathil Muthamittal,"A little girl is told by her parents that she is adopted. Determined to find her real mother, she begs to be taken to Sri Lanka, where her mother works with a militant group of activists.",Mani Ratnam,"Keerthana Parthiepan, 
Simran, 
Madhavan, 
Nandita Das",8.4
5953,tt0172776,Mars na Drinu,"One Serbian army battery in the First World War, in forced march with no stopping and rest, arrives to Cer Mountain, and, in decisive moment, enters the fight and throws off Austrian troops...                See full summary »",Zivorad 'Zika' Mitrovic,"Aleksandar Gavric, 
Ljuba Tadic, 
Nikola Jovanovic, 
Vladimir Popovic",8.4
5959,tt14090476,Sarsenapati Hambirrao,"Based on the Maratha warrior Hansaji Mohite who was later given the title of Sarnobat Hambirrao, the film portrays his life as the Commander in Chief of Chatrapati Shivaji Maharaj's army.",Pravin Tarde,"Sunil Abhyankar, 
Raqesh Bapat, 
Devendra Gaikwad, 
Amit Jadhav",9.0
6033,tt20855732,Konda,A biopic based on the life of Konda Murali and Konda Surekha from Warangal.,Ram Gopal Varma,"Parvathi M Arun, 
Giridhar Chandramouli, 
Abhilash Chaudhary, 
Dharani",8.7
6045,tt13773512,Live Spectacle Naruto: Song of the Akatsuki,"Based on the events of Naruto Shippuden, Team Kakashi finds a clue regarding Orochimaru and Sasuke's whereabouts. Little does he know the Akatsuki are after him with plans to extract the Nine-Tailed fox from his body.",Akiko Kodama,"Kôdai Matsuoka, 
Ryuji Sato, 
Yui Ito, 
Yûki Kimisawa",8.2
6078,tt0066078,Michael the Brave,"At the end of the 16th century Wallachian ruler Prince Michael the Brave overcame the adversity of the Ottoman and Austrian Empires to unite Wallachia, Moldavia and Transylvania into one country.",Sergiu Nicolaescu,"Amza Pellea, 
Ion Besoiu, 
Olga Tudorache, 
Irina Gardescu",8.5
6103,tt20496152,Rupayi,This movie Story rotates between relationships and neediness of money. In story line there are five major characters who fights between money and life. The script is filled with humorous ...                See full summary »,Vijay Jagadal,"Vijay Jagadal, 
Krishi Thapanda, 
Pramod Shetty, 
Shankar Murthy",9.4
6147,tt0116630,Indian,A veteran freedom fighter enraged with the rising crime and corruption in the society murders all the wrong doers one by one using an ancient martial arts technique.,S. Shankar,"Kamal Haasan, 
Sukanya, 
Manisha Koirala, 
Urmila Matondkar",8.1
6148,tt1180583,Vaaranam Aayiram,"A father and son help each other through growing up, romance, tragedy, and adventure.",Gautham Vasudev Menon,"Suriya, 
Simran, 
Ramya, 
Sameera Reddy",8.2
6152,tt5875460,How I Got There,"Two best friends from childhood stumble on a shipment of guns, they seize a once in a lifetime opportunity to get rich quick. Way over their heads, their wild ride takes a dangerous turn ...                See full summary »",Zeyad Alhusaini,"Ron Perlman, 
Hamad Al Omani, 
Yaqoob Abdullah, 
Jaaved Jaaferi",8.4
6168,tt16549134,Legacy,The story centres around the Saviour family and their enemies who are trying to steal the families Legacy.,Dan Brothers,"Jamie Humphrey, 
Dave Courtney, 
Melly Myers, 
Ian Griggs",8.1
6253,tt0265730,Sethu,A violent youngster and a shy Brahmin girl fall in love but tragedy intervenes when the youngster is brain-damaged following a fight.,Bala,"Vikram, 
Abitha, 
Sivakumar, 
Sriman",8.1
6278,tt3185772,The Wolf and the Goat,"A kid saves a dangerous dying fugitive and triggers off a chase between the hunter and the hunted and soon, the definitions blur.",Mysskin,"Mysskin, 
Sri, 
Adithya Menon, 
Bharath",8.1
6289,tt21979270,Ninja in the Mafia's Shadow,A ninja who works his day job as a pizza delivery guy is on a mission to stop the mafia from shutting down the pizzeria.,James Sheridan,"William Rayne, 
Holly Anspaugh, 
Jason Page, 
Jacob Pettyjohn",8.4
6326,tt3807778,Revenge of the Tigress,"Jungle woman Sherni objects when greedy hunters invade the forest, killing the animals for their tusks and hides.",Kanti Shah,"Sapna Sappu, 
Amit Pachori, 
Junior Johnny Lever, 
Anil Nagrath",8.2
6361,tt0349941,Parola - Bilangguang walang rehas,"Mando (Tito Sotto), Evita (Vic Sotto), and Rene (Joey de Leon) will cross paths at a vacation home where they will discover the wonders surrounding it. Can they make it through the night ...                See full summary »",Baldo Marro,"Ace Espinosa, 
Emilio Garcia, 
Diding Andres, 
Ramon Baldomarro",8.6
6480,tt0102701,Prahaar: The Final Attack,"Prahaar is the story of Major Chavan, a tough and stern soldier, trained to destroy the enemy. He can see the enemy on our borders but is unaware of the invisible enemy within ourselves. ...                See full summary »","Subhankar Ghosh, 
Nana Patekar","Nana Patekar, 
Dimple Kapadia, 
Gautam Joglekar, 
Madhuri Dixit",8.0
6593,tt8816082,Outrage,A man finds his daughter kidnapped by a gang of bikers and sets out to find her.,Sandeep J.L.,"Larissa Dali, 
Chaz Taylor, 
Jf Davis, 
Sandeep J.L.",8.8
6667,tt0248428,Shiva,"Shiva is disgusted by the corruption in and around his new college, and along with his friends, he decides to take a stand against the status quo.",Ram Gopal Varma,"Nagarjuna Akkineni, 
Amala Akkineni, 
Raghuvaran, 
J.D. Chakravarthi",8.0
6689,tt1422651,Gurren Lagann the Movie: The Lights in the Sky are Stars,"Seven years after the defeat of the Spiral King, Simon and the Dai-Gurren brigade must set out to the vastness of space to defeat a new threat and save the universe. The last high-stakes battle for Simon and his team is about to begin.",Hiroyuki Imaishi,"Marina Inoue, 
Tetsuya Kakihara, 
Katsuyuki Konishi, 
Michael C. Pizzuto",8.0
6708,tt1603362,Prasthanam,A politician's hot-blooded son starts to rebel uncontrollably when his intelligent stepbrother is chosen as the heir to the throne.,Deva Katta,"Sharwanand, 
Sai Kumar, 
Sundeep Kishan, 
Ruby Parihar",8.4
6716,tt1821682,Traffic,The lives of some different people get intertwined when a girl is in urgent need of a heart transplant with the only heart donor being many miles of traffic away.,Rajesh Pillai,"Sreenivasan, 
Kunchacko Boban, 
Sudip Joshy, 
Rahman",8.1
6727,tt16697972,Tell the World I Love You,"The story of true love between two men. ""Happiness doesn't matter how many times you smile. It depends on whom you are smiling with.""",Poj Arnon,"Suradej Pinnirat, 
Kunatip Pinpradub, 
Fergal Power, 
Manithikhun Siraphop",8.3
6788,tt4987556,Thani Oruvan,"Siddharth Abimanyu, an influential scientist, is involved in various illegal medical practices. Mithran, an efficient IPS officer, decides to expose him.",Mohan Raja,"Jayam Ravi, 
Arvind Swami, 
Nayanthara, 
Nassar",8.4
6797,tt0059855,Havoc in Heaven,"Sun Wukong, the King of the Monkeys, sets off on his first adventure to gain a worthy weapon. This earns the attention of the Jade Emperor of Heaven.","Wan Laiming, 
Cheng Tang","Yue-Feng Qiu, 
Run-Sheng Fu, 
Hans Alfredson, 
Ke Bi",8.1
6832,tt16400820,Epix,Epix have to defeat a evil threat lurking in the shadows,J.A. Collins III,"James Coles, 
George Easterling, 
Jaconiom, 
Raymond Martin",8.1
6844,tt23644054,Top Gear,A taxi driver gets into trouble and is chased by police after taking a bag from a stranger.,"Vikram Mastal, 
Shashikanth","Aadi, 
Brahmaji, 
Mime Gopi, 
Satyam Rajesh",9.0
6883,tt0422320,Ghilli,"Velu, an aspiring kabaddi player, goes to Madurai to participate in a regional match, where he rescues Dhanalakshmi from Muthupandi, a powerful man keen on marrying the girl against her will.",Dharani,"Joseph Vijay, 
Trisha Krishnan, 
Prakash Raj, 
Ashish Vidyarthi",8.1
6907,tt0408919,Isang bala ka lang!,"Berting (FPJ), a good cop tries his best to keep the oath that he made to his duty. After being convicted and jailed for twelve years for avenging his wife's death, he swore to evade ...                See full summary »",Fernando Poe Jr.,"Fernando Poe Jr., 
Maggie de la Riva, 
Marianne de la Riva, 
Julie Vega",8.7
6923,tt0315254,La banda del carro rojo,Drug dealers try to cross the US border.,Rubén Galindo,"Mario Almada, 
Fernando Almada, 
Pedro Infante Jr., 
Amira Cruzat",8.0
7016,tt8396238,Farzand,"Farzand follows the story of warrior Kondaji Farzand, who along with 60 warriors defeated 2500 soldiers of the enemy to win the Panhala fort in just three and half hours in 1673.",Digpal Lanjekar,"Mrinal Kulkarni, 
Chinmay Mandlekar, 
Ganesh Yadav, 
Prasad Oak",8.3
7044,tt0319736,The Legend of Bhagat Singh,The story of a young revolutionary who raised an armed resistance against the British rule in India.,Rajkumar Santoshi,"Ajay Devgn, 
Sushant Singh, 
D. Santosh, 
Akhilendra Mishra",8.2
7047,tt8876200,The Hacker,"An undercover RAW agent searching for a group of hackers who stole important data from social network, emergency sector, telecom and banking sectors; RAW agent faces many problems to catch the hackers.","Subrata Mondal, 
Subroto Mondal, 
Siddhartha Sen","Aryann Bhowmick, 
GM Tonoy, 
Aryan D. Roy, 
Ena Saha",8.1
7100,tt10308500,Butai Yu Yu Hakusho,"A delinquent teenager is killed in a car accident, and is resurrected as an investigator of the supernatural.",Chûji Mikasano,"Hirofumi Araki, 
Naoya Gômoto, 
Shohei Hashimoto, 
Yuka Hirata",8.1
7112,tt3471472,Maharaja Gemunu,"Dutugamunu also known as Dutthagamani and Gamani Abhaya (""fearless Gamini""), was a Sinhalese king of Sri Lanka who reigned from 161 BC to 137 BC. He is renowned for defeating and ...                See full summary »",Jayantha Chandrasiri,"Uddika Premarathna, 
Jackson Anthony, 
Kusum Renu, 
Sriyantha Mendis",8.1
7128,tt19636300,Geetha,Geeta (Hebba Patel) is a dumb orphan girl. She runs an orphanage with the support of her childhood deaf friend Valli (Priya) . Geeta and Priya gathers list like who are not having children ...                See full summary »,Viswa R Rao,"Hebah Patel, 
Sunil",8.6
7180,tt0302952,Putt Jattan De,Two young men find their inherited rivalry exacerbated by a woman with whom they form a love triangle.,Jagjeet Gill,"Shatrughan Sinha, 
Dharmendra, 
Baldev Khosa, 
Prakash Gill",8.1
7185,tt26230118,Black War: Mission Exteme 2,A terror leader is making a massive plan to disrupt national stability. ADC Nabid is hunting down the tail of terrorist outfit. But the situation becomes worst when series of attacks occur anonymously.,"Faisal Ahmed, 
Sunny Sanwar","Sumit Sen Gupta, 
Atikur Rahman Himel, 
MD Irfan KF, 
Maznum Mizan",9.1
7242,tt13914000,Republic,"An IIT gold medalist gets pulled into the Indian Administrative Services, where he confronts the newly elected political establishment.",Deva Katta,"Aamani, 
Jagapathi Babu, 
Boxer Dina, 
Srikanth Iyengar",8.0
7243,tt0255289,Kaalapani,"Govardhan, a doctor by profession, is wrongly accused of bombing a train and is jailed by the British in Cellular Jail, also known as Kala Pani, in the Andaman and Nicobar Islands. He witnesses the sufferings of hundreds of Indian prisoners there.",Priyadarshan,"Mohanlal, 
Amrish Puri, 
Prabhu, 
Tabu",8.5
7318,tt0983990,1971,"Based on true facts, the film revolves around 6 brave soldiers who escape from the clutches of the Pakistan Army and risk death with honour and courage with sacrifice towards their journey home.",Amrit Sagar,"Manoj Bajpayee, 
Ravi Kishan, 
Deepak Dobriyal, 
Kumud Mishra",8.2
7329,tt12260790,Sith Wars: Episode I - The Return of the Sith,"Emperor Palpatine reigns the galaxy, along with his pupil Darth Vader. he is obsessed with destroying what remains of the Jedi, and gathers several Sith warriors to take revenge.",Rui Constantino,"Roy Almeida, 
Rui Miguel Almeida, 
Isaac Andrew, 
Caleb Angel",8.1
7371,tt16235600,Chhota Bheem aur Krishna: Mayanagari,"After Krishna stops Maayandri from releasing her brother, Kirmada, Maayandri decides to exact revenge on him. Later, Bheem and his friends set out to rescue Krishna and defeat Maayandri.",Rajiv Chilaka,Vatsal Dubey,8.2
7382,tt0390269,Mistah,"Witness the soldiers who risk their lives to protect the people. Giving up their personal happiness to respond to the call of duty, the dedicated servicepeople encounter tremendous ...                See full summary »",Bebong Osorio,"Robin Padilla, 
Bb Gandanghari, 
Roi Vinzon, 
Daniel Fernando",8.2
7398,tt0291855,Devasuram,"Neelakandan squanders away the inheritance left by his father. However, his life turns upside down when his mother reveals a terrible secret on her deathbed that changes the course of his life.",I.V. Sasi,"Mohanlal, 
Napolean, 
Revathi, 
Innocent",8.7
7457,tt6823034,Sendhoorapandi,Vijay falls in love with Meena. But Meena's brother opposes their marriage due to rivalry between both the families. Sendoorapandi returns from jail and tries to help his brother to win his love.,S.A. Chandrashekhar,"Joseph Vijay, 
Vijayakanth, 
Gautami, 
Yuvarani",8.1
7460,tt0364647,Virumandi,A temperamental farmer gets embroiled in a bloody clan feud in a southern Tamil Nadu village.,Kamal Haasan,"Kamal Haasan, 
Abhirami, 
Pasupathy, 
Napolean",8.4
7462,tt11423818,Pawankhind,The story of the Maratha Warriors at the battle of Pavan Khind in 1660.,Digpal Lanjekar,"Mrinal Kulkarni, 
Chinmay Mandlekar, 
Sameer Dharmadhikari, 
Ajay Purkar",8.5
7519,tt16430916,Kaka Pardhan,Kaka Pardhan revolves around two characters that came to the City side to become Gangsters and how they actually ruled over the Gangsters of that City.,Rubal Chhina,"Jaspal Singh Barnala, 
Billa Beniwal, 
Navkiran Bhatthal, 
Mahabir Bhullar",8.0
7541,tt1821317,Aadukalam,"In a village in South India, rearing roosters, maintaining them and using them for fights are a way of life and a matter of honor and lifeline to many people.",Vetrimaaran,"Dhanush, 
Taapsee Pannu, 
Jayabalan, 
Kishore Kumar G.",8.1
7561,tt26520259,Invisible Hacker,"""Invisible Hacker"" is an action-packed thriller about two skilled hackers, Ricky Riyaf and Juwel Chowdhury, who find themselves on opposite sides of the law. Ricky, a former black hat ...                See full summary »",Juwel Chowdhury,"Juwel Chowdhury, 
Ricky Riyaf",10.0
7618,tt13634096,The Bacon Hair,"Surrounded by towering walls and patrolled by mysterious curfew bots, Bacon City is no ordinary place in Roblox. This movie explores the life of Zayden, a poor Bacon Hair, as he uncovers the secrets of his city.",ObliviousHD,"Leah Ashley, 
Tom Aglio, 
Gen Sherard, 
Graham Rowat",8.0
7682,tt2152896,Subramaniapuram,"Azhagar and his friend Paraman kill the person who humiliated Kanugu's brother and surrenders themselves to the police. However, they soon learn that Kanugu has betrayed them.",M. Sasikumar,"Jai, 
M. Sasikumar, 
Swathi Reddy, 
'Ganja' Karuppu",8.1
7702,tt26588141,The Jadon264 Movie,"When an insane, greedy, violent puppet named Spamtom tries to steal Jadon's channel, Jadon and his friend must go on a time traveling adventure to stop him.",Jadon264,"FlyerMation, 
FoxyBlue, 
Jadon264, 
Super Sonic Light",8.8
7737,tt0187178,Jagadeka Veerudu Athiloka Sundari,A man finds a ring that gives the bearer great power but the goddess to whom the ring belongs wants it back.,K. Raghavendra Rao,"Chiranjeevi, 
Sridevi, 
Tanikella Bharani, 
Brahmanandam",8.1
7760,tt0240084,Thammudu,"An aimless student is banished from his home by his father. When his brother, a boxing champion, gets injured, the student must step up and take his brother's place.",P.A. Arun Prasad,"Preeti Jhangiani, 
Aditi Govitrikar, 
Achyuth, 
Pawan Kalyan",8.0
7797,tt0377518,Bingbong: The Vincent Crisologo Story,"Bingbong, son of the Governor of Ilocos Sur, used to make headlines terrorizing people in their province with guns, goons, and gold. Eventually, he paid for his misdeeds in Muntinlupa when ...                See full summary »",Romy Suzara,"Rudy Fernandez, 
Charito Solis, 
Eddie Rodriguez, 
Kristine Garcia",8.1
7814,tt0069452,Walter Defends Sarajevo,A man who tried to stop Nazi soldiers in World War II.,Hajrudin Krvavac,"Velimir 'Bata' Zivojinovic, 
Rade Markovic, 
Ljubisa Samardzic, 
Neda Spasojevic",8.1
7840,tt2374144,Gintama the Movie: The Final Chapter - Be Forever Yorozuya,Gintoki travels into the future and discovers it to be a wasteland with his friends fallen apart. He reunites them to find out what went wrong and how to fix things.,Yôichi Fujita,"Tomokazu Sugita, 
Daisuke Sakaguchi, 
Rie Kugimiya, 
Tsutomu Isobe",8.2
7891,tt0816258,Pokiri,A money-minded criminal has to deal with two rival gangs as well as an evil cop threatening his girlfriend.,Puri Jagannadh,"Mahesh Babu, 
Ileana D'Cruz, 
Prakash Raj, 
Nassar",8.0
7895,tt1649431,Vedam,"Stories of 5 people, an educated slum dweller, an aspiring rock star, an old villager, a prostitute and an ostracized Muslim man; all lead up to a night in a hospital filled with jeopardy.",Radha Krishna Jagarlamudi,"Allu Arjun, 
Anushka Shetty, 
Manoj Kumar Manchu, 
Manoj Bajpayee",8.1
7983,tt6315524,Take Off,"In 2014, a group of Malayali nurses was captured when terrorists took over the city of Tikrit in Iraq. This movie recounts the ordeal suffered by the nurses following their capture.",Mahesh Narayanan,"Parvathy Thiruvothu, 
Fahadh Faasil, 
Kunchacko Boban, 
Prakash Belawadi",8.1
8059,tt15546534,Zack: Enfrentamiento Mortal,"Zack wanders through an unknown place. His only clue is a valuable diamond. As Zack flees from ""13,"" he seeks to unveil his past and the secret of the diamond, embarking on a journey into the unknown during which he must fight to survive.",Joseph Lando,"Joseph Lando, 
Rosina Grosso, 
Blas Sien Diaz, 
Ingrid Marie Rivera",8.2
8113,tt0233270,Babruvahana,"Tells the story of Babruvahana, son of Arjuna and the events that eventually lead to a battle between them.",Hunsur Krishnamurthy,"Rajkumar, 
Jaymala Adarsh, 
Saroja Devi B., 
Shashikala Jawalkar",8.9
8153,tt0123392,B.D. la munte si la mare,Three paroled inept Romanian convicts dream up get-rich-quick schemes on the Black Sea Riviera where a petty-crime police squad led by Captain Panait is vacationing.,Mircea Dragan,"Toma Caragiu, 
Dem Radulescu, 
Ion Fintesteanu, 
Puiu Calinescu",8.6
8192,tt17318026,I am not a terrorist,Islam and terrorism have nothing in common. The lack of purpose in life encourages young people to join the radicals. The main goal of the film is to show the audience the reverse side of the romanticized life of ISIS fighters.,Mukhammad Ali Iskandarov,"Mahkamov Otabek, 
Shakhrukh Rakhimov, 
Bekzod Tadjiev",9.1
8226,tt15238852,Princess Khutulun,A feature film based on the true story of the legendary Princess Khutulun of Mongolia.,"S. Baasanjargal, 
Shuudertsetseg Baatarsuren","Altantur Altanjargal, 
Shuudertsetseg Baatarsuren, 
Rentsenbat Batkhishig, 
Badrakh Battogtokh",8.5
8305,tt8309088,Carta Blanca,"A police officer lives between two worlds, dispensing justice under the ""White Card"" code and trying to avoid getting executed by the same system.",Pedro Urrutia,"Pepe Sierra, 
Héctor Aníbal, 
Damián Alcázar, 
Julio Bracho",8.8
8306,tt1278060,The Garden of Sinners: Paradox Spiral,A teenage demon hunter uses her mystical powers to investigate supernatural events.,"Takayuki Hirao, 
Takahiro Miura","Maaya Sakamoto, 
Kenichi Suzumura, 
Takako Honda, 
Jôji Nakata",8.0
8379,tt4689974,The Call 2,"Agent Caetano, is trapped inside an old building, tied to a chair, and full of traps near him, by BREEDER, and the PURIFIER, now he must escape this nightmare, and try to stop them from accomplish their mission.",Rui Constantino,"Rui Constantino, 
Robinson Cohen, 
Paulo Constantino, 
Caleb Angel",8.6
8398,tt0101649,Thalapathi,An orphan named Surya raised in a slum befriends a good crime boss named Devaraj and works for him. Their existence is threatened when a new honest district collector arrives.,Mani Ratnam,"Rajinikanth, 
Mammootty, 
Shobana, 
Arvind Swami",8.5
8407,tt0471571,Athadu,"A gunman for hire is framed for murder, and assumes a dead man's identity while hiding from the police.",Trivikram Srinivas,"Mahesh Babu, 
Trisha Krishnan, 
Prakash Raj, 
Sonu Sood",8.2
8417,tt15509662,Nallamala,"A Beast - Like Human Has Entered into the Nallamala Forests at a time, when the people of India have got ridden of slavery and are rejoicing the long-awaited freedom, what happened in the ...                See full summary »",Ravi Charan,"Amit Tiwari, 
Nassar, 
Prabhakar, 
Ajay Ghosh",8.0
8462,tt3569782,Jigarthanda,"An aspiring director targets a ruthless gangster because he wants to make a violent gangster film. His discreet attempts to research the gangster fail miserably. Finally when he gets caught snooping, things hit the fan.",Karthik Subbaraj,"Siddharth, 
Bobby Simha, 
Lakshmi Menon, 
Nassar",8.2
8521,tt1922545,Anjathe,Sathya and Kiruba are friends. Sathya is reckless and gets into drinking and violent fights whereas Kiruba studies hard to become a Sub-Inspector. Tables are turned when Sathya becomes a Sub-Inspector.,Mysskin,"Narain, 
Prasanna, 
Ajmal Ameer, 
Vijayalakshmi Ahathian",8.1
8544,tt2410290,Nobody's Perfect,"A younger woman meets the man of her dreams with the perfect lifestyle and image. Once they get married, her perfect dream turns into a nightmare.",Derrick Simmons,"Derrick Simmons, 
Alexis Moeller, 
Don Wallace, 
Rick Aiello",8.5
8563,tt8709312,Northspur,"In a violent, post-pandemic world, a peace-loving man is forced on a desperate journey to find life-saving drugs for his wife - but to get them he must first help an ornery old man defend his cabin against all-comers.",Aaron Falvey,"Josh McKenzie, 
Michael Hurst, 
Nell Fisher, 
Kali Kopae",8.2
8681,tt10767976,Fatteshikast,"Fatteshikast is a Marathi movie starring Chinmay Mandlekar, Mrinal Kulkarni, Annup Sonii, Ankit Mohan, Mrunmayee Deshpande, Nikhil Raut and Sameer Dharmadhikari in prominent roles. It is a drama directed by Digpal Lanjekar.",Digpal Lanjekar,"Mrinal Kulkarni, 
Chinmay Mandlekar, 
Harish Dudhade, 
Ajay Purkar",8.5
8870,tt2075108,22 Shey Shraban,An ex-cop is hired to track down a serial killer who carries out his killings according to Bengali poetry.,Srijit Mukherji,"Prasenjit Chatterjee, 
Parambrata Chattopadhyay, 
Raima Sen, 
Abir Chatterjee",8.1
8911,tt12230756,Detective Inspector,"After the events of The Arsonist (2020), Detective Constable Price (George Everett-Button) and Detective Inspector Newman (Toby Haycock) team up to defend the city from corruption.",Morgan O'Callaghan,"George Everett-Button, 
Toby Haycock, 
Tom Bryer, 
Matthew Hoad",9.5
8920,tt11899856,Nishana,"The story of Thakur Saab and his wife Jankidevi, who belong to a rich and royal family.","Bobby Aujla, 
Sukhminder Dhanjal","Guggu Gill, 
Vikramjeet Virk, 
Kulwinder Billa, 
Saanvi Dhiman",8.0
8923,tt19872700,Animator vs Animation V,"In the final battle, The Chosen One returns to stop his sworn enemy.",Alan Becker,Alan Becker,9.1
8947,tt13280154,The Battle of Bhima Koregaon,"The movie is based on the Battle of Bhima Koregaon which was fought on 1 January 1818 between the British East India Company and the Peshwa faction of the Maratha Confederacy, at Koregaon Bhima.",Ramesh Thete,"Arjun Rampal, 
Sunny Leone, 
Digangana Suryavanshi, 
Nataliya Kozhenova",8.8
8962,tt11216522,Joshua: Imai Pol Kaka,The tale of a bodyguard who has to look after and protect a high-profile woman who comes to Chennai from London.,Gautham Vasudev Menon,"Lizzie Antony, 
Varun Kamal, 
Raja Krishnamoorthy, 
Raahei",8.3
8963,tt19854066,Doctor Strange: Multiversal Madness,Doctor Strange embarks on a multiversal journey with Brother Voodoo to stop Wanda before its too late.,Mario Durán Araujo,"Richard Croxford, 
Amelia Forsyth-Smith, 
James R. Baylis, 
Derek Good",9.3
8982,tt9106768,Michael Jackson: Smooth Criminal (II),Michael tried to protect three children as he is chased by Mr Big and his army across a city. Excerpt from Moonwalker 1988.,Colin Chilvers,"Brandon Quintin Adams, 
Michael Jackson, 
Sean Lennon, 
Kelley Parker",8.5
8995,tt5458088,Kammatti Paadam,"Krishnan, who has been living away from his family and friends in Mumbai, gets a call from his friend Ganga in Kerala, out of the blue. He senses danger, and leaves for Kammattipadam, where both of them grew up.",Rajeev Ravi,"Dulquer Salmaan, 
Vinayakan, 
Shaun Romy, 
Anil Nedumangad",8.0
9025,tt10910564,Kanchanjangha,"Anirban, an ambitious rebellious young guy who fight against the system and society. It also ropes in APSC scam which is allegedly happening in Assam for years and strict action was taken against the accused in 2017.","Zubeen Garg, 
Achinta Shankar","Zubeen Garg, 
Pabitra Rabha, 
Sasank Samir, 
Runu Devi",8.0
9147,tt14831564,Rupture,"Raven, a recently freed man from prison must confront the people who put him inside. However, revenge is not always the answer, redemption is.",Ranjeet S. Marwa,"Sean Cronin, 
Djonny Chen, 
Mark Strange, 
Nick Khan",8.6
9186,tt13613252,Namma Basava,"Basava, a generous and helpful boy next door, falls in love with a musician Gowri unbeknownst to the fact that Pampathy, a rich spoil brat, also plans to woo her.",Veera Shankar,"Puneeth Rajkumar, 
Gowri Munjal, 
Avinash, 
Sudharani",8.6
9208,tt5482644,Out of the Fight,Out of the Fight is a feature film dealing with a hardened US Army Soldier fighting the demons of Post Traumatic Stress Disorder (PTSD).,Steve Moon,"Judy Norton, 
Randy Wayne, 
Robert Miano, 
Michael Aaron Milligan",8.4
9218,tt25403912,Duan Nago Bogho,"Duan, a Mak Yong artist, migrates to Kuala Lumpur at the insistence of his parents after being involved in a fight in the village. He meets his friends from the village and works in various...                See full summary »",Sabri Yunus,"Asrulfaizal Kamaruzaman, 
Jojo Goh, 
Arjunasukma, 
Jason Chong",8.2
9224,tt21345892,Raebareli,"Karan Singh, who has completely done the city of Rae Bareli in his fist has completely destroyed the whole of U. P. I was slowly spreading my black empire. Shankar Mishra used to help him in spreading this empire.",Abhishek Chadha,"Varun Joshi, 
Gaurav Kumar, 
Inshmat Mujeeb, 
Anil Rastogi",8.1
9355,tt22900276,Masand,"Based on true events, the film revolves around Masands who committed crimes during 1980 to 2010 in Punjab. They burnt families alive, raped and killed innocent children. Their rising terror spoiled the atmosphere in Punjab.","Vikrant Sidhu, 
Jagtar Singh Jagga","Rabbi Kandola, 
Nishawn Bhullar, 
Amrinder Billing, 
Simran Dhiman",9.7
9412,tt1360153,Gandhada Gudi,A forest officer is sent to a place to stop sandalwood smuggling.,Vijay,"Rajkumar, 
Vishnuvardhan, 
M.P. Shankar, 
Kalpana",8.7
9425,tt0366840,Okkadu,A Kabbadi player rescues a young woman from an unwanted marriage and hides her in his home.,Gunasekhar,"Mahesh Babu, 
Bhoomika Chawla, 
Prakash Raj, 
Mukesh Rishi",8.0
9443,tt21154238,Young Heroes of Chaotic Time,"This story is set in Shanghai in the late Qing Dynasty and talks about a young man, Chen Zhen, who rises to become a national hero after enduring hardships and overcoming challenges in life.",Shuanbao Wang,"Tang Chang, 
Ka-Yan Leung, 
Dmitriy Shcherbynskyi, 
Xiaosong Shi",9.5
9455,tt0250461,Karnan,Story of the central hero of Mahabharata who rises from nothing to becoming the world's greatest warrior ever born in history and emerges as the hero of the Kurukshetra war.,B. Ramakrishnaiah Panthulu,"Shivaji Ganesan, 
N.T. Rama Rao, 
S.A. Ashokan, 
R. Muthuraman",8.4
9460,tt22051136,Armstrong,"Free convict, Armstrong struggles to start over, causing him to rob on his first day out. This, along with a rival fatal love affair and his friends gang affiliation could cause him a lot more than a trip back to jail.","Tray Williams, 
Jessica Law-Davis","Jaylon Bolden, 
Christian Menace, 
Jamal Woolard, 
Gloria Prince",8.2
9481,tt1512888,Ayirathil Oruvan,"Anitha, a government official, embarks on a journey to find Chandramouli, an archaeologist, who went to Vietnam to search for any existence of the prince of the Chola dynasty.",K. Selvaraghavan,"Karthi, 
Reema Sen, 
Andrea Jeremiah, 
Parthiban Radhakrishnan",8.0
9485,tt0139876,Baasha,"An auto driver, Manikam, desperately tries to hide his dark underworld side to keep his promise to his father.",Suresh Krishna,"Rajinikanth, 
Nagma, 
Raghuvaran, 
Vijayakumar",8.3
9605,tt7936028,Life Without Hope,"All her life, Hope has dreamed of becoming a lawyer and one day helping her people out of ghetto oppression. By some uncanny fate, Hope meetsthe handsome thug, Life, in the midst of his ...                See full summary »",Leo Sullivan,"Andra Fuller, 
Michael Finn, 
Jennifer Ansari, 
Qualen Bradley",8.3
9666,tt3320542,Ugramm,A man with a dangerous past must protect a girl from those who are hell bent on killing her.,Prashanth Neel,"Sriimurali, 
Haripriya, 
Thilak Shekar, 
Atul Kulkarni",8.1
9795,tt8009306,Chalthe Chalthe,Chalte Chalte movie is a romantic action entertainer directed and music scored by Pradeep KK and while Srinivasa Rao Potluri produced this movie. Vishwadev .,K. Pradeep Kumar,"Priyanka Jain, 
Rajshri Nair, 
V.K. Naresh, 
Pragathi",8.4
9889,tt0378647,Ramana,"Ramana ,a college professor attempts to end corruption by creating a group called ACF.",A.R. Murugadoss,"Vijayakanth, 
Simran, 
Ashima Bhalla, 
Yugi Sethu",8.2
